Cities;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127
65;5833.543006;5559.535232;4884.412759;6290.794544;4462.609102;5971.465482;5514.577046;6264;5694.643097;4731.890109;5587.299885;6837.115181;4989.348655;6712.983241;6121.679508;6016.364351;6648.530665;7079.802257;6389.48386;6447.137659;6637.389848;6406.30939;6165.484571;6059.820459;9137.531395;8107.561902;7600.434724;9504.924197;9613.314101;7264.601297;7427.624115;9941.545152;9327.727269;7526.603484;6381.054458;6595.699205;6442.962052;8057.617514;7785.838426;7008.166665;6829.238318;7834.080418;7267.37917;6287.585228;6165.484571;4721.926725;4203.299656;4989.348655;4504.625179;4889.919427;5343.559862;3944;4640;5453.233903;3121.240779;4439.936936;5276.406353;3713.812058;4955.522172;4824.819168;4462.609102;4618.198783;13623.458;3597.870481;0;2546.721814;6431.465152;7647.207072;9059.889624;8271.86557;7488.96575;6497.035632;6994.713432;7206.952199;9223.276641;8471.177486;7427.624115;8712.364547;7841.805914;8105.071992;10208.65907;12180.55237;12309.67164;9976.674396;9237.12596;9398.863761;9523.310349;9780.526775;2391.401263;4778.580542;4216.085388;2678.06796;8261.28513;5706.445479;8786.186431;9811.433331;11292.58659;17246.59039;2822.401814;3959.323174;16691.50922;16254.90744;6492.892114;5855.415271;5801.159884;5988.342008;10504.24676;6201.390812;9286.522708;7999.795997;6316.410373;5367.42918;2216.176888;5644.803628;4733.311737;4906.402348;9529.666521;4761.655174;12278.47808;5121.107693;4834.570508;9413.884214;9767.447978;3861.249539;3036.01054;11252.59792;10037.85475
66;3395.849231;3044.861902;2824.784594;4119.22517;1920.141661;3740.887595;3134.147412;4255.793228;3601.60853;2460.731599;3460.612663;4432.353776;2562.523756;4254.21203;3835.023859;3548.917581;4445.994152;4982.60173;4277.868628;4190.474913;4462.609102;4233.602721;4026.72075;3890.758281;6644.48162;5626.896836;5168.187303;6979.306556;7122.437785;4782.802526;5021.607711;7457.455866;6823.324703;4997.432941;3840.283323;4073.235569;3925.190441;5540.138626;5255.964992;4462.609102;4334.117673;5291.685554;4738.993986;3776.686378;3699.290743;2900;2025.852907;2869.681515;2460.731599;2391.401263;2803.266666;1401.633333;2504.095845;2952.877918;820.2438662;1902.541458;2737.698303;2052.249498;3692.008667;3297.339534;2957.431318;3200.0025;11990.71974;1968.585279;2546.721814;0;4668.909937;5914.862636;7418.560507;6704.960552;6016.364351;4445.994152;5148.623117;5282.778057;7336.484172;6442.962052;5323.376372;6546.553292;5572.831237;5800;8087.621158;10043.21542;10115.97153;7858.090353;8496.554596;8659.693297;8719.311899;8959.075845;3706.558512;3088.738254;2708.047267;4073.235569;5971.465482;3843.785634;6320.669585;8587.134563;8752.428692;14733.82666;4858.170849;1972;14395.6888;14047.97836;4026.72075;6236.011546;3481.932797;3728.276814;9223.276641;3971.200322;8140.687932;7061.723302;5178.591314;4372.753823;1508;3381.952099;2322.89819;3250.070768;7341.068042;2708.047267;10907.7015;2786.415619;2287.877619;6897.855899;7247.911699;1322.603493;3364;9122.055909;7834.939183
67;2678.06796;3274.817858;1902.541458;1396.824971;3787.36003;1688.985494;2438.760341;820.2438662;1352.78084;2460.731599;1512.454958;2562.523756;2831.920903;2900;1888.343189;2869.681515;1525.741787;1254.731844;1160;1740;1411.200907;1392;1296.919427;1434.840758;4518.047366;3706.558512;3044.861902;5187.677708;4858.170849;3280.975465;2788.829145;5057.653211;4777.172385;3971.200322;3776.686378;3497.356716;3395.849231;4079.837252;4119.22517;4182.43948;3248;4445.994152;3835.023859;4844.30222;5173.391924;6505.31475;5501.140245;5987.218386;5926.226455;3250.070768;3631.374395;3940.586758;5779.08228;4668.909937;4989.348655;4203.299656;4203.299656;2757.288523;1724.463975;1624;1975.408818;1859.621467;7326.389561;2869.681515;6431.465152;4668.909937;0;1249.358235;2749.958545;2065.321283;1512.454958;935.2218988;591.4862636;883.4296803;2793.649942;2167.058836;1476.438959;2647.749233;2320;2645.206986;3938.879028;5873.77085;6077.55872;3713.812058;4670.350736;4812.252695;4768.714712;4955.522172;5626.896836;1660.867243;2216.176888;5833.543006;7418.560507;7046.462942;6728.999926;4130.642565;7691.945918;13587.85399;7122.437785;2698.091177;10550.89987;9974.651072;5322.112363;5127.672376;2091.21974;1800.804265;12403.86649;1640.487732;3799.77473;3185.251011;9004.021324;8452.094652;4216.085388;1920.141661;2881.380225;1525.741787;3427.402515;6033.115282;6287.585228;2413.803637;3925.190441;4981.251248;6870.491103;4268.421722;4366.595012;4959.593532;9199.904347
68;3603.4761;4247.881354;3123.395588;2252.312589;4924.196584;2645.206986;3460.612663;1804.536506;2466.193829;3642.473885;2629.901899;3155.541158;3937.170558;3558.383903;2767.031623;3740.887595;2179.44213;1577.770579;1995.739462;2490.625624;2075.071083;2188.683623;2228.287235;2391.401263;4529.944812;3945.705514;3371.99051;5234.158576;4768.714712;3776.686378;3151.274028;4889.919427;4782.802526;4462.609102;4569.87002;4222.463736;4158.240012;4409.526052;4547.732622;4844.30222;3889.028671;4906.402348;4391.17843;5706.445479;6073.129012;7628.708934;6648.530665;7071.244304;7054.097249;4348.066237;4640;5127.672376;6892.001161;5663.841806;6210.06409;5332.21605;5220;3999.897999;2786.415619;2822.401814;3185.251011;3036.01054;6077.55872;4111.050474;7647.207072;5914.862636;1249.358235;0;1512.454958;935.2218988;883.4296803;1740;820.2438662;883.4296803;1640.487732;1396.824971;1512.454958;2091.21974;2331.571144;2593.838854;3009.300251;4844.30222;5105.318012;2805.665696;4060;4177.6108;4074.886992;4216.085388;6676.805224;2900;3435.245552;6847.931074;8144.819212;8098.42849;7267.37917;3112.606625;7765.071539;13436.48585;8144.819212;3945.705514;9574.744279;8920.694143;6174.208289;5599.328531;3062.487878;2737.698303;13340.50434;2509.463688;2900;2730.315733;10105.32454;9600.0075;5437.171323;2957.431318;4026.72075;2757.288523;2708.047267;7140.363016;5096.084772;3528.002268;5009.534909;5008.19169;7195.740963;5453.233903;5397.429018;3964.417738;9827.877085
69;5020.267722;5674.522711;4635.647959;3692.008667;6416.802942;4101.219331;4921.463197;3297.339534;3967.810479;5151.235968;4130.642565;4417.148401;5423.542754;4834.570508;4190.474913;5127.672376;3550.812865;2900;3445.024238;3876.899792;3460.612663;3612.799469;3692.008667;3856.018672;5225.153012;4895.4199;4439.936936;5917.137146;5341.041097;4935.114994;4265.268104;5367.42918;5453.233903;5580.07025;5889.785056;5510.915713;5471.709057;5402.412794;5612.530267;6069.80461;5138.158425;5979.347122;5559.535232;7046.462942;7432.151775;9108.03162;8140.687932;8532.113454;8536.843445;5828.92786;6078.665643;6635.362236;8368.095602;7084.552209;7722.499077;6820.365973;6656.621365;5471.709057;4119.22517;4255.793228;4622.567252;4445.994152;4588.969383;5580.07025;9059.889624;7418.560507;2749.958545;1512.454958;0;812;1624;3200.0025;2320;2296.682825;1100.472626;1888.343189;2705.561679;2554.635003;3301.417877;3460.612663;2606.775786;4021.705111;4385.045496;2490.625624;3489.653278;3558.383903;3377.970989;3435.245552;7888.852895;4372.753823;4878.899876;8017.437995;9352.218988;9537.429423;8333.451626;1975.408818;8372.114667;13686.52534;9306.0634;5447.061593;8715.452943;7928.835476;7500.635706;6225.213249;4512.086879;4184.047801;14682.13608;3940.586758;2025.852907;2624.780372;11568.05602;11088.16811;6867.552694;4432.353776;5525.546489;4222.463736;2757.288523;8612.951178;3609.073011;5020.267722;6480.445664;5685.18355;8071.799799;6960;6612;3285.074124;10933.57691
70;4537.364874;5179.890346;3967.810479;3185.251011;5824.309058;3573.477858;4385.045496;2717.966887;3364;4518.047366;3528.002268;4073.235569;4845.690869;4480.664236;3701.109023;4676.109494;3112.606625;2498.716471;2927.707636;3425.43895;3009.300251;3123.395588;3155.541158;3317.681118;5252.12338;4768.714712;4233.602721;5956.800483;5437.171323;4670.350736;4026.72075;5514.577046;5496.245992;5347.335785;5501.140245;5148.623117;5088.15723;5252.12338;5416.094534;5759.256897;4806.65705;5779.08228;5290.413972;6640.430107;7008.166665;8536.843445;7546.243569;7990.539406;7960.169847;5259.803799;5569.208202;6001.809061;7803.101947;6595.699205;7053.143413;6236.011546;6149.094242;4723.351353;3321.734487;3489.653278;3856.018672;3668.242086;5356.135921;4829.000725;8271.86557;6704.960552;2065.321283;935.2218988;812;0;812;2670.520549;1740;1815.687198;1560.620389;1913.12101;2391.401263;2645.206986;3140.580838;3364;3116.926691;4721.926725;5053.660851;2957.431318;3280.975465;3381.952099;3250.070768;3365.999406;7076.950756;3631.374395;4114.322301;7206.952199;9060.632208;9024.919279;8144.819212;2179.44213;8467.205442;13982.69216;8496.554596;4734.732939;9446.702705;8693.811132;7107.307788;5510.915713;3991.478924;3668.242086;14275.54272;3443.070722;2002.470474;2129.476931;11021.83143;10499.12149;6089.723803;3876.899792;4921.463197;3476.131183;3064.683997;8053.4415;4222.463736;4432.353776;5926.226455;5726.453702;8007.361613;6329.17941;5800;3925.190441;10720.43357
71;4158.240012;4772.945422;3364;2824.784594;5290.413972;3168.308066;3944;2284.93501;2864.988656;3950.817637;3024.909916;3871.69007;4343.421693;4254.21203;3339.913771;4331.011891;2843.774956;2322.89819;2567.76946;3123.395588;2730.315733;2788.829145;2757.288523;2909.265199;5402.412794;4778.580542;4177.6108;6105.171578;5649.569187;4537.364874;3944;5773.258352;5656.709998;5231.58714;5210.969967;4895.4199;4812.252695;5225.153012;5337.260721;5551.057557;4596.294159;5688.732724;5136.84884;6313.214078;6656.621365;8007.361613;6995.675235;7497.944252;7427.624115;4761.655174;5138.158425;5416.094534;7284.947769;6175.297888;6416.802942;5707.624374;5712.337525;3999.897999;2533.478241;2749.958545;3112.606625;2909.265199;6134.853869;4101.219331;7488.96575;6016.364351;1512.454958;883.4296803;1624;812;0;2311.283626;1411.200907;1624;2231.304551;2252.312589;2331.571144;2964.248303;3185.251011;3460.612663;3735.488188;5453.233903;5759.256897;3550.812865;3266.589659;3395.849231;3321.734487;3489.653278;6265.073982;2927.707636;3371.99051;6396.850475;8834.296803;8558.88217;8034.203881;2629.901899;8637.911785;14318.83627;7687.571268;4060;10190.18901;9466.623474;6788.725948;4827.607275;3581.000977;3274.817858;13904.52473;3082.196619;2287.877619;1870.443798;10510.00971;9941.545152;5322.112363;3425.43895;4385.045496;2767.031623;3535.622152;7540;4894.045361;3925.190441;5437.171323;5880.639421;8024.986978;5744.050139;4988;4619.655398;10565.55611
72;1870.443798;2509.463688;1640.487732;518.7677708;3225.133796;905.9889624;1724.463975;259.3838854;844.4927472;2025.852907;991.1044345;1628.137586;2228.287235;1975.408818;1037.535542;2025.852907;591.4862636;591.4862636;259.3838854;820.2438662;478.2802526;478.2802526;492.1463197;656.1950929;3668.242086;2803.266666;2132.634052;4317.008223;4040.065346;2345.954816;1874.037353;4268.421722;3925.190441;3036.01054;2900;2593.838854;2504.095845;3155.541158;3185.251011;3266.589659;2322.89819;3510.79706;2902.319073;4006.620521;4358.884261;5908.033852;4946.0093;5337.260721;5337.260721;2629.901899;2900;3481.932797;5168.187303;3925.190441;4618.198783;3623.95585;3480;2793.649942;2302.534256;1972;2240.332118;2231.304551;7640.165443;2909.265199;6497.035632;4445.994152;935.2218988;1740;3200.0025;2670.520549;2311.283626;0;935.2218988;905.9889624;2909.265199;2002.470474;935.2218988;2231.304551;1577.770579;1902.541458;3712;5684;5818.530399;3480;5551.057557;5687.549912;5626.896836;5800;6032;1834.121043;2422.15111;6279.019032;6530.089126;6358.874114;5800;4834.570508;6797.63959;12741.00404;7540;2562.523756;10240.90152;9761.246642;4480.664236;5952.280907;1322.603493;997.869731;11621.44019;778.1516562;4569.87002;4086.428269;8372.918249;7889.705698;4306.084997;1233.096914;2348.820981;1766.859361;3051.483574;5413.609517;6808.518194;1834.121043;3280.975465;4119.22517;5938.701542;3799.77473;4824.819168;4756;8288.116795
73;2805.665696;3443.070722;2334.454969;1453.475834;4104.498995;1834.121043;2645.206986;984.2926394;1648.669767;2831.920903;1811.977925;2460.731599;3116.926691;2843.774956;1972;2957.431318;1434.840758;935.2218988;1194.293096;1724.463975;1322.603493;1401.633333;1415.960451;1577.770579;4158.240012;3435.245552;2805.665696;4847.07912;4462.609102;3134.147412;2562.523756;4635.647959;4417.148401;3829.757172;3815.677135;3489.653278;3411.662351;3856.018672;3945.705514;4140.403845;3185.251011;4292;3728.276814;4935.114994;5291.685554;6808.518194;5828.92786;6253.250035;6233.853383;3528.002268;3829.757172;4315.449455;6072.02108;4858.170849;5411.123358;4512.086879;4409.526052;3299.379336;2311.283626;2207.05052;2552;2447.022681;6847.931074;3413.633841;6994.713432;5148.623117;591.4862636;820.2438662;2320;1740;1411.200907;935.2218988;0;328.0975465;2231.304551;1577.770579;1037.535542;2091.21974;1920.141661;2231.304551;3347.961768;5282.778057;5486.444386;3123.395588;4676.109494;4806.65705;4731.890109;4895.4199;6217.643283;2216.176888;2786.415619;6422.043289;7427.624115;7284.947769;6628.260707;3899.394825;7373.987795;13193.94831;7712.037344;3191.581426;9960.476294;9383.819265;5407.391978;5587.299885;2252.312589;1930.624769;12555.89487;1712.719475;3640.62632;3248;9286.522708;8780.058314;4778.580542;2138.934314;3208.401471;2091.21974;2853.222739;6320.669585;5914.862636;2708.047267;4190.474913;4631.291828;6661.673063;4640;4955.522172;4368.135529;9154.450721
74;2737.698303;3387.914993;2457.995932;1396.824971;4130.642565;1804.536506;2624.780372;1037.535542;1712.719475;2906.951668;1870.443798;2279.038394;3134.147412;2678.06796;1902.541458;2864.988656;1296.919427;705.6004535;1148.341413;1611.523503;1194.293096;1322.603493;1396.824971;1560.620389;3856.018672;3166.183823;2554.635003;4549.2118;4150.142166;2920.805368;2320;4317.008223;4114.322301;3612.799469;3686.537671;3339.913771;3274.817858;3603.4761;3713.812058;3967.810479;3011.535157;4066.623169;3528.002268;4824.819168;5194.158257;6812.469743;5851.967191;6236.011546;6242.481558;3535.622152;3787.36003;4377.367245;6072.02108;4802.456038;5499.91709;4529.944812;4366.595012;3497.356716;2606.775786;2460.731599;2793.649942;2708.047267;6748.967328;3612.799469;7206.952199;5282.778057;883.4296803;883.4296803;2296.682825;1815.687198;1624;905.9889624;328.0975465;0;2055.525237;1296.919427;733.6484172;1770.663153;1615.69304;1920.141661;3071.262932;5021.607711;5209.678685;2843.774956;4884.412759;5009.534909;4921.463197;5073.591233;6501.176509;2436;3018.229945;6712.983241;7266.45333;7247.911699;6417.851354;3994.848683;7079.802257;12878.08992;7999.795997;3347.961768;9678.182474;9122.055909;5291.685554;5914.862636;2216.176888;1888.343189;12461.22947;1648.669767;3778.467414;3487.72476;9272.02157;8795.3706;4993.392434;2138.934314;3250.070768;2322.89819;2544.078615;6316.410373;5905.755836;2737.698303;4184.047801;4331.011891;6406.30939;4697.641962;5245.714441;4101.219331;8964.331096
75;4547.732622;5199.336881;4512.086879;3323.759317;6087.513778;3740.887595;4537.364874;3082.196619;3748.074706;4935.114994;3899.394825;3776.686378;5093.443629;4190.474913;3764.195532;4605.068512;3088.738254;2447.022681;3112.606625;3411.662351;3024.909916;3223.047006;3371.99051;3528.002268;4216.085388;4006.620521;3640.62632;4894.045361;4293.567281;4182.43948;3506.962218;4298.265697;4432.353776;4777.172385;5259.803799;4856.785768;4845.690869;4524;4772.945422;5341.041097;4456.574469;5136.84884;4795.446173;6416.802942;6820.365973;8700;7785.838426;8080.130692;8144.819212;5471.709057;5616.125355;6381.054458;7957.633819;6570.148248;7526.603484;6467.975263;6178.565529;5530.414813;4421.715504;4414.101041;4768.714712;4641.449774;4761.655174;5644.803628;9223.276641;7336.484172;2793.649942;1640.487732;1100.472626;1560.620389;2231.304551;2909.265199;2231.304551;2055.525237;0;1069.467157;2157.724728;1577.770579;2509.463688;2593.838854;1560.620389;3231.38608;3528.002268;1415.960451;4588.969383;4658.811866;4477.660103;4529.944812;8317.288981;4445.994152;5009.534909;8487.047072;8563.597375;9028.645967;7453.846255;3024.909916;7311.681612;12586.40092;9783.965658;5402.412794;7970.305891;7286.794631;6847.931074;7046.462942;4119.22517;3799.77473;13998.08101;3541.326305;3123.395588;3642.473885;11097.87223;10695.30065;7007.206576;4101.219331;5240.581647;4317.008223;1660.867243;8190.125762;4217.680879;4721.926725;6081.985202;4663.142288;7097.835163;6693.913653;7037.864449;2388.586193;10060.61787
76;3506.962218;4153.383199;3642.473885;2348.820981;5084.188824;2757.288523;3528.002268;2216.176888;2843.774956;3999.897999;2982.350751;2708.047267;4099.578515;3121.240779;2749.958545;3550.812865;2075.071083;1467.296834;2167.058836;2388.586193;2025.852907;2240.332118;2422.15111;2567.76946;3365.999406;3011.535157;2593.838854;4066.623169;3528.002268;3123.395588;2447.022681;3601.60853;3603.4761;3735.488188;4190.474913;3787.36003;3776.686378;3522.276537;3748.074706;4279.441085;3387.914993;4114.322301;3740.887595;5347.335785;5751.073639;7659.514345;6763.904198;7030.212515;7110.147115;4462.609102;4571.342035;5407.391978;6918.308464;5510.915713;6571.172194;5453.233903;5127.672376;4757.414424;3889.028671;3757.03926;4086.428269;4004.940948;5800;4873.380757;8471.177486;6442.962052;2167.058836;1396.824971;1888.343189;1913.12101;2252.312589;2002.470474;1577.770579;1296.919427;1069.467157;0;1142.467505;733.6484172;1453.475834;1577.770579;1774.458791;3728.276814;3913.173648;1547.633031;5187.677708;5282.778057;5136.84884;5231.58714;7793.611743;3719.242934;4306.084997;7999.795997;7522.132676;7966.928643;6456.522903;3856.018672;6561.950929;12096.30291;9289.420219;4561.027954;8384.160304;7827.206909;5779.08228;6984.124856;3112.606625;2803.266666;12934.39013;2544.078615;3829.757172;4006.620521;10040.53544;9655.21455;6264;3123.395588;4265.268104;3612.799469;1322.603493;7146.955716;5276.406353;3748.074706;5053.660851;3835.023859;6187.270804;5712.337525;6533.179318;2805.665696;9060.632208
77;2391.401263;3044.861902;2554.635003;1211.075555;3944;1615.69304;2388.586193;1182.972527;1743.86238;2869.681515;1870.443798;1712.719475;2957.431318;2129.476931;1611.523503;2460.731599;935.2218988;348;1050.424676;1254.731844;883.4296803;1100.472626;1296.919427;1434.840758;3123.395588;2447.022681;1859.621467;3815.677135;3425.43895;2279.038394;1640.487732;3603.4761;3381.952099;2957.431318;3185.251011;2805.665696;2767.031623;2900;3036.01054;3381.952099;2438.760341;3395.849231;2900;4343.421693;4733.311737;6542.441135;5631.677548;5926.226455;5987.218386;3323.759317;3460.612663;4265.268104;5800;4429.316877;5430.980759;4317.008223;4026.72075;3728.276814;3123.395588;2864.988656;3155.541158;3123.395588;6918.308464;3843.785634;7427.624115;5323.376372;1476.438959;1512.454958;2705.561679;2391.401263;2331.571144;935.2218988;1037.535542;733.6484172;2157.724728;1142.467505;0;1296.919427;883.4296803;1194.293096;2786.415619;4757.414424;4884.412759;2554.635003;5569.208202;5688.732724;5587.299885;5726.453702;6937.731041;2757.288523;3347.961768;7174.203789;6679.827543;6890.048476;5759.256897;4549.2118;6346.164826;12157.88468;8444.927472;3481.932797;9306.786341;8828.202082;4795.446173;6594.679067;1972;1660.867243;11976.68402;1401.633333;4391.17843;4201.698704;8950.059665;8537.631522;5240.581647;1982.208869;3123.395588;2678.06796;2116.801361;6033.115282;6268.294824;2606.775786;3925.190441;3597.870481;5694.643097;4569.87002;5712.337525;3829.757172;8329.413905
78;3381.952099;3994.848683;3829.757172;2438.760341;5025.625533;2805.665696;3489.653278;2479.796766;3018.229945;4086.428269;3132;2447.022681;4079.837252;2831.920903;2730.315733;3371.99051;2100.849352;1640.487732;2322.89819;2365.945054;2091.21974;2322.89819;2552;2670.520549;2670.520549;2438.760341;2138.934314;3364;2805.665696;2708.047267;2052.249498;2869.681515;2900;3250.070768;3876.899792;3460.612663;3480;2957.431318;3223.047006;3862.991587;3044.861902;3582.879289;3297.339534;5009.534909;5423.542754;7481.77519;6643.468973;6824.310661;6953.230041;4401.890503;4409.526052;5402.412794;6748.967328;5276.406353;6583.447121;5363.667402;4935.114994;5021.607711;4358.884261;4145.275865;4445.994152;4401.890503;6072.02108;5136.84884;8712.364547;6546.553292;2647.749233;2091.21974;2554.635003;2645.206986;2964.248303;2231.304551;2091.21974;1770.663153;1577.770579;733.6484172;1296.919427;0;1094.341811;1069.467157;1547.633031;3497.356716;3597.870481;1322.603493;5914.862636;6007.411423;5856.56418;5944.363381;8217.189787;4051.705814;4642.899094;8444.927472;7022.552243;7702.43494;5880.639421;4529.944812;5841.610737;11366.81626;9722.571676;4757.414424;8009.881897;7543.568386;5413.609517;7628.708934;3095.266063;2822.401814;12504.88609;2575.617984;4537.364874;4738.993986;9790.839801;9469.465877;6533.179318;3166.183823;4277.868628;3967.810479;820.2438662;6963.865593;5759.256897;3776.686378;4935.114994;3132;5530.414813;5688.732724;6979.306556;2575.617984;8487.047072
79;2311.283626;2909.265199;2982.350751;1577.770579;3967.810479;1870.443798;2460.731599;1834.121043;2200.945251;3134.147412;2279.038394;1352.78084;3051.483574;1740;1740;2284.93501;1211.075555;1069.467157;1556.303312;1396.824971;1249.358235;1467.296834;1724.463975;1800.804265;2240.332118;1628.137586;1142.467505;2934.593669;2546.721814;1672.975792;997.869731;2737.698303;2498.716471;2284.93501;2793.649942;2380.121005;2391.401263;2116.801361;2311.283626;2831.920903;1968.585279;2678.06796;2287.877619;3937.170558;4348.066237;6388.430793;5559.535232;5729.977312;5862.305349;3347.961768;3321.734487;4368.135529;5656.709998;4182.43948;5551.057557;4292;3842.034878;4222.463736;3876.899792;3541.326305;3787.36003;3799.77473;7147.897033;4334.117673;7841.805914;5572.831237;2320;2331.571144;3301.417877;3140.580838;3185.251011;1577.770579;1920.141661;1615.69304;2509.463688;1453.475834;883.4296803;1094.341811;0;328.0975465;2606.775786;4504.625179;4547.732622;2391.401263;6384.216788;6497.035632;6381.054458;6505.31475;7575.608226;3371.99051;3945.705514;7834.080418;6069.80461;6613.017466;5036.324056;5234.158576;5466.788454;11280.66452;9082.140717;3890.758281;8853.315763;8475.147668;4354.251256;7447.525227;2091.21974;1859.621467;11489.27152;1640.487732;5136.84884;5053.660851;8700;8375.328531;5712.337525;2207.05052;3266.589659;3323.759317;1800.804265;5870.333551;6725.999703;2786.415619;3856.018672;2715.490379;4872;4642.899094;6388.430793;3601.60853;7633.117319
80;2479.796766;3044.861902;3266.589659;1874.037353;4140.403845;2138.934314;2670.520549;2157.724728;2498.716471;3381.952099;2567.76946;1467.296834;3256.275173;1815.687198;1985.600161;2422.15111;1508;1396.824971;1870.443798;1660.867243;1556.303312;1766.859361;2025.852907;2091.21974;1944.514335;1434.840758;1069.467157;2645.206986;2231.304551;1640.487732;997.869731;2413.803637;2200.945251;2188.683623;2831.920903;2413.803637;2447.022681;1944.514335;2179.44213;2793.649942;1995.739462;2544.078615;2228.287235;3950.817637;4366.595012;6484.597135;5688.732724;5813.903336;5971.465482;3528.002268;3448.927949;4561.027954;5760.424984;4258.953862;5741.707063;4445.994152;3945.705514;4512.086879;4203.299656;3861.249539;4101.219331;4119.22517;7136.593025;4622.567252;8105.071992;5800;2645.206986;2593.838854;3460.612663;3364;3460.612663;1902.541458;2231.304551;1920.141661;2593.838854;1577.770579;1194.293096;1069.467157;328.0975465;0;2490.625624;4334.117673;4348.066237;2287.877619;6628.260707;6736.993988;6613.017466;6728.999926;7885.440761;3684.7122;4254.21203;8147.296975;5971.465482;6661.673063;4878.899876;5416.094534;5178.591314;10963.6877;9390.986317;4164.706952;8603.572281;8256.397277;4348.066237;7772.865623;2322.89819;2116.801361;11437.62353;1913.12101;5347.335785;5323.376372;8752.428692;8461.641448;5992.834388;2460.731599;3481.932797;3640.62632;1660.867243;5965.829364;6805.553027;3018.229945;3999.897999;2422.15111;4645.79638;4824.819168;6704.960552;3448.927949;7483.573478
81;4915.991863;5514.577046;5341.041097;3971.200322;6567.075453;4348.066237;5036.324056;3945.705514;4529.944812;5626.896836;4653.0317;3945.705514;5626.896836;4306.084997;4277.868628;4889.919427;3642.473885;3134.147412;3835.023859;3913.173648;3625.811909;3856.018672;4074.886992;4201.698704;3425.43895;3609.073011;3506.962218;4006.620521;3339.913771;4086.428269;3481.932797;3235.547558;3581.000977;4518.047366;5311.989458;4894.045361;4935.114994;4104.498995;4429.316877;5199.336881;4476.157281;4760.242011;4619.655398;6405.259089;6823.324703;8974.832366;8164.620261;8304.336217;8458.46038;5944.363381;5925.091054;6949.358532;8249.060068;6748.967328;8130.764294;6897.855899;6433.557025;6500.141537;5656.709998;5530.414813;5856.56418;5779.08228;4802.456038;6616.068923;10208.65907;8087.621158;3938.879028;3009.300251;2606.775786;3116.926691;3735.488188;3712;3347.961768;3071.262932;1560.620389;1774.458791;2786.415619;1547.633031;2606.775786;2490.625624;0;1972;2138.934314;232;6069.80461;6124.975755;5925.091054;5946.626607;9565.605051;5482.764266;6072.02108;9767.447978;8170.386527;9137.531395;6886.141445;4366.595012;6201.390812;11155.31658;11059.00466;6268.294824;6613.017466;6059.820459;6775.829986;8562.811688;4642.899094;4368.135529;13727.75583;4119.22517;4569.87002;5199.336881;11228.6562;10952.02191;8011.561646;4710.514197;5825.464102;5381.199866;836.4878959;8456.073793;4895.4199;5323.376372;6462.772161;3792.685592;6290.794544;7233.974288;8301.905323;1044;9453.110388
82;6808.518194;7377.636478;7311.681612;5934.168181;8468.794483;6302.548056;6961.933065;5917.137146;6500.141537;7583.597036;6621.151561;5800;7553.372757;6126.07411;6217.643283;6755.941977;5598.12683;5105.318012;5804.638145;5856.56418;5587.299885;5818.530399;6042.030122;6165.484571;4693.343371;5194.158257;5255.964992;5088.15723;4429.316877;5818.530399;5282.778057;4190.474913;4760.242011;6129.367994;7067.437442;6656.621365;6720.996355;5631.677548;5988.342008;6850.8779;6246.791176;6273.659219;6277.947435;8093.442284;8509.21477;10770.52348;10014.36808;10083.32961;10277.62619;7851.237864;7778.057341;8872.293954;10060.61787;8530.536208;10055.26648;8780.058314;8255.582354;8471.177486;7575.608226;7481.77519;7814.302784;7726.853952;3938.879028;8587.134563;12180.55237;10043.21542;5873.77085;4844.30222;4021.705111;4721.926725;5453.233903;5684;5282.778057;5021.607711;3231.38608;3728.276814;4757.414424;3497.356716;4504.625179;4334.117673;1972;0;478.2802526;2204;7159.183194;7174.203789;6938.700743;6891.024887;11488.68591;7446.621784;8034.203881;11676.8852;9527.548268;10843.36332;8120.828529;5290.413972;6748.967328;10748.01191;12972.3065;8239.266958;4738.993986;4101.219331;8416.997089;10230.38455;6579.358023;6316.410373;15100.50913;6072.02108;5665.029567;6613.017466;12923.98267;12720.39308;9982.067922;6661.673063;7761.604989;7341.068042;2708.047267;10253.37642;4824.819168;7267.37917;8333.451626;4921.463197;7284.947769;9147.098338;10216.56459;928;10561.73471
